task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
444,ministral-8b-latest,SLM,Write a function to trim each tuple by k in the given tuple list.,"def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) ",,"assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'
assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'
assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'","def trim_tuple(tuples_list, k):
    return str([tuple(t[k:]) for t in tuples_list])

# Test cases
assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'
assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1, 4), (4, 9, 2, 1), (1, 2, 3, 5), (8, 2, 1, 7)]'
assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4), (4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4, 9), (8, 12, 4), (1, 7, 8), (6, 9, 7)]'",AssertionError,0.1024
445,ministral-8b-latest,SLM,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ",,"assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))
assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))
assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))","from typing import Tuple, List

def index_multiplication(tuple1: Tuple[Tuple[int, int], ...], tuple2: Tuple[Tuple[int, int], ...]) -> Tuple[Tuple[int, int], ...]:
    return tuple((a * b, c * d) for (a, c), (b, d) in zip(tuple1, tuple2))",passed,0.2183
446,ministral-8b-latest,SLM,Write a python function to count the occurence of all elements of list in a tuple.,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ",,"assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3
assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6
assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2","from collections import Counter

def count_Occurrence(tuple_data, list_elements):
    counter = Counter(tuple_data)
    return sum(counter[element] for element in list_elements)",passed,0.3152
447,ministral-8b-latest,SLM,Write a function to find cubes of individual elements in a list using lambda function.,"def cube_nums(nums):
 cube_nums = list(map(lambda x: x ** 3, nums))
 return cube_nums",,"assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]
assert cube_nums([10,20,30])==([1000, 8000, 27000])
assert cube_nums([12,15])==([1728, 3375])","from typing import List

def cube_nums(numbers: List[int]) -> List[int]:
    return list(map(lambda x: x ** 3, numbers))",passed,0.4457
448,ministral-8b-latest,SLM,Write a function to calculate the sum of perrin numbers.,"def cal_sum(n): 
	a = 3
	b = 0
	c = 2
	if (n == 0): 
		return 3
	if (n == 1): 
		return 3
	if (n == 2): 
		return 5
	sum = 5
	while (n > 2): 
		d = a + b 
		sum = sum + d 
		a = b 
		b = c 
		c = d 
		n = n-1
	return sum",,"assert cal_sum(9) == 49
assert cal_sum(10) == 66
assert cal_sum(11) == 88","def cal_sum(n: int) -> int:
    if n <= 0:
        return 0
    elif n == 1:
        return 3
    elif n == 2:
        return 6
    elif n == 3:
        return 10

    a, b, c = 3, 0, 2
    total = 10

    for _ in range(4, n + 1):
        next_val = a + b + c
        total += next_val
        a, b, c = b, c, next_val

    return total",AssertionError,0.2211
449,ministral-8b-latest,SLM,Write a python function to check whether the triangle is valid or not if 3 points are given.,"def check_Triangle(x1,y1,x2,y2,x3,y3): 
    a = (x1*(y2-y3)+x2*(y3-y1)+x3*(y1-y2))   
    if a == 0: 
        return ('No') 
    else: 
        return ('Yes') ",,"assert check_Triangle(1,5,2,5,4,6) == 'Yes'
assert check_Triangle(1,1,1,4,1,5) == 'No'
assert check_Triangle(1,1,1,1,1,1) == 'No'","import math

def check_Triangle(x1, y1, x2, y2, x3, y3):
    def distance(a, b, c, d):
        return math.sqrt((a - c)**2 + (b - d)**2)

    a = distance(x1, y1, x2, y2)
    b = distance(x2, y2, x3, y3)
    c = distance(x1, y1, x3, y3)

    if a + b > c and a + c > b and b + c > a:
        return 'Yes'
    else:
        return 'No'",passed,0.331
450,ministral-8b-latest,SLM,Write a function to extract specified size of strings from a give list of string values.,"def extract_string(str, l):
    result = [e for e in str if len(e) == l] 
    return result",,"assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']
assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,6)==['Python']
assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,9)==['exercises']","def extract_string(strings: list[str], size: int) -> list[str]:
    return [s for s in strings if len(s) >= size]

# Non sono necessari altri import per questa soluzione",AssertionError,0.2987
451,ministral-8b-latest,SLM,Write a function to remove all whitespaces from the given string using regex.,"import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))",,"assert remove_whitespaces(' Google    Flutter ') == 'GoogleFlutter'
assert remove_whitespaces(' Google    Dart ') == 'GoogleDart'
assert remove_whitespaces(' iOS    Swift ') == 'iOSSwift'","import re

def remove_whitespaces(input_string: str) -> str:
    return re.sub(r'\s+', '', input_string)",passed,0.4581
452,ministral-8b-latest,SLM,Write a function that gives loss amount if the given amount has loss else return none.,"def loss_amount(actual_cost,sale_amount): 
  if(sale_amount > actual_cost):
    amount = sale_amount - actual_cost
    return amount
  else:
    return None",,"assert loss_amount(1500,1200)==None
assert loss_amount(100,200)==100
assert loss_amount(2000,5000)==3000","def loss_amount(current_amount: float, original_amount: float) -> float | None:
    if current_amount >= original_amount:
        return None
    return original_amount - current_amount",passed,0.3027
453,ministral-8b-latest,SLM,Write a python function to find the sum of even factors of a number.,"import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res ",,"assert sumofFactors(18) == 26
assert sumofFactors(30) == 48
assert sumofFactors(6) == 8","import math

def sumofFactors(n: int) -> int:
    if n < 2:
        return 0

    total = 0
    sqrt_n = int(math.isqrt(n)) + 1

    for i in range(2, sqrt_n):
        if n % i == 0:
            if i % 2 == 0:
                total += i
            counterpart = n // i
            if counterpart != i and counterpart % 2 == 0:
                total += counterpart

    # Check if n itself is even and greater than 1
    if n % 2 == 0 and n > 1:
        total += n

    return total",passed,0.3018
454,ministral-8b-latest,SLM,Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",,"assert text_match_wordz(""pythonz."")==('Found a match!')
assert text_match_wordz(""xyz."")==('Found a match!')
assert text_match_wordz(""  lang  ."")==('Not matched!')","import re

def text_match_wordz(text):
    if re.search(r'\b\w*z\w*\b', text):
        return 'Found a match!'
    else:
        return 'Not matched!'",passed,0.4716
455,ministral-8b-latest,SLM,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(monthnum2):
  if(monthnum2==1 or monthnum2==3 or monthnum2==5 or monthnum2==7 or monthnum2==8 or monthnum2==10 or monthnum2==12):
    return True
  else:
    return False",,"assert check_monthnumb_number(5)==True
assert check_monthnumb_number(2)==False
assert check_monthnumb_number(6)==False","def check_monthnumb_number(month_number: int) -> bool:
    return month_number in {1, 3, 5, 7, 8, 10, 12}",passed,0.0685
456,ministral-8b-latest,SLM,Write a function to reverse strings in a given list of string values.,"def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result",,"assert reverse_string_list(['Red', 'Green', 'Blue', 'White', 'Black'])==['deR', 'neerG', 'eulB', 'etihW', 'kcalB']
assert reverse_string_list(['john','amal','joel','george'])==['nhoj','lama','leoj','egroeg']
assert reverse_string_list(['jack','john','mary'])==['kcaj','nhoj','yram']","def reverse_string_list(string_list):
    return [s[::-1] for s in string_list]",passed,0.2826
457,ministral-8b-latest,SLM,Write a python function to find the sublist having minimum length.,"def Find_Min(lst): 
    minList = min((x) for x in lst) 
    return minList",,"assert Find_Min([[1],[1,2],[1,2,3]]) == [1]
assert Find_Min([[1,1],[1,1,1],[1,2,7,8]]) == [1,1]
assert Find_Min([['x'],['x','y'],['x','y','z']]) == ['x']","from typing import List, Any

def Find_Min(sublists: List[List[Any]]) -> List[Any]:
    return min(sublists, key=lambda x: len(x))",passed,0.1892
458,ministral-8b-latest,SLM,Write a function to find the area of a rectangle.,"def rectangle_area(l,b):
  area=l*b
  return area",,"assert rectangle_area(10,20)==200
assert rectangle_area(10,5)==50
assert rectangle_area(4,2)==8","def rectangle_area(length: float, width: float) -> float:
    return length * width",passed,0.264
459,ministral-8b-latest,SLM,Write a function to remove uppercase substrings from a given string by using regex.,"import re
def remove_uppercase(str1):
  remove_upper = lambda text: re.sub('[A-Z]', '', text)
  result =  remove_upper(str1)
  return (result)",,"assert remove_uppercase('cAstyoUrFavoRitETVshoWs') == 'cstyoravoitshos'
assert remove_uppercase('wAtchTheinTernEtrAdIo') == 'wtchheinerntrdo'
assert remove_uppercase('VoicESeaRchAndreComMendaTionS') == 'oiceachndreomendaion'","import re

def remove_uppercase(s: str) -> str:
    return re.sub(r'[A-Z]', '', s)",passed,0.2353
460,ministral-8b-latest,SLM,Write a python function to get the first element of each sublist.,"def Extract(lst): 
    return [item[0] for item in lst] ",,"assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]
assert Extract([[1,2,3],[4, 5]]) == [1,4]
assert Extract([[9,8,1],[1,2]]) == [9,1]","from typing import List, Any

def Extract(sublists: List[List[Any]]) -> List[Any]:
    return [sublist[0] for sublist in sublists]",passed,0.3593
461,ministral-8b-latest,SLM,Write a python function to count the upper case characters in a given string.,"def upper_ctr(str):
    upper_ctr = 0
    for i in range(len(str)):
          if str[i] >= 'A' and str[i] <= 'Z': upper_ctr += 1
          return upper_ctr",,"assert upper_ctr('PYthon') == 1
assert upper_ctr('BigData') == 1
assert upper_ctr('program') == 0","def upper_ctr(s: str) -> int:
    return sum(1 for char in s if char.isupper())",AssertionError,0.0427
462,ministral-8b-latest,SLM,Write a function to find all possible combinations of the elements of a given list.,"def combinations_list(list1):
    if len(list1) == 0:
        return [[]]
    result = []
    for el in combinations_list(list1[1:]):
        result += [el, el+[list1[0]]]
    return result",,"assert combinations_list(['orange', 'red', 'green', 'blue'])==[[], ['orange'], ['red'], ['red', 'orange'], ['green'], ['green', 'orange'], ['green', 'red'], ['green', 'red', 'orange'], ['blue'], ['blue', 'orange'], ['blue', 'red'], ['blue', 'red', 'orange'], ['blue', 'green'], ['blue', 'green', 'orange'], ['blue', 'green', 'red'], ['blue', 'green', 'red', 'orange']]
assert combinations_list(['red', 'green', 'blue', 'white', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['blue'], ['blue', 'red'], ['blue', 'green'], ['blue', 'green', 'red'], ['white'], ['white', 'red'], ['white', 'green'], ['white', 'green', 'red'], ['white', 'blue'], ['white', 'blue', 'red'], ['white', 'blue', 'green'], ['white', 'blue', 'green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['black', 'blue'], ['black', 'blue', 'red'], ['black', 'blue', 'green'], ['black', 'blue', 'green', 'red'], ['black', 'white'], ['black', 'white', 'red'], ['black', 'white', 'green'], ['black', 'white', 'green', 'red'], ['black', 'white', 'blue'], ['black', 'white', 'blue', 'red'], ['black', 'white', 'blue', 'green'], ['black', 'white', 'blue', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'blue'], ['orange', 'blue', 'red'], ['orange', 'blue', 'green'], ['orange', 'blue', 'green', 'red'], ['orange', 'white'], ['orange', 'white', 'red'], ['orange', 'white', 'green'], ['orange', 'white', 'green', 'red'], ['orange', 'white', 'blue'], ['orange', 'white', 'blue', 'red'], ['orange', 'white', 'blue', 'green'], ['orange', 'white', 'blue', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red'], ['orange', 'black', 'blue'], ['orange', 'black', 'blue', 'red'], ['orange', 'black', 'blue', 'green'], ['orange', 'black', 'blue', 'green', 'red'], ['orange', 'black', 'white'], ['orange', 'black', 'white', 'red'], ['orange', 'black', 'white', 'green'], ['orange', 'black', 'white', 'green', 'red'], ['orange', 'black', 'white', 'blue'], ['orange', 'black', 'white', 'blue', 'red'], ['orange', 'black', 'white', 'blue', 'green'], ['orange', 'black', 'white', 'blue', 'green', 'red']]
assert combinations_list(['red', 'green', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red']]","from itertools import combinations

def combinations_list(elements):
    result = [[]]
    for r in range(1, len(elements) + 1):
        for combo in combinations(elements, r):
            result.append(list(combo))
    return result",AssertionError,0.2322
463,ministral-8b-latest,SLM,Write a function to find the maximum product subarray of the given array.,"def max_subarray_product(arr):
	n = len(arr)
	max_ending_here = 1
	min_ending_here = 1
	max_so_far = 0
	flag = 0
	for i in range(0, n):
		if arr[i] > 0:
			max_ending_here = max_ending_here * arr[i]
			min_ending_here = min (min_ending_here * arr[i], 1)
			flag = 1
		elif arr[i] == 0:
			max_ending_here = 1
			min_ending_here = 1
		else:
			temp = max_ending_here
			max_ending_here = max (min_ending_here * arr[i], 1)
			min_ending_here = temp * arr[i]
		if (max_so_far < max_ending_here):
			max_so_far = max_ending_here
	if flag == 0 and max_so_far == 0:
		return 0
	return max_so_far",,"assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112
assert max_subarray_product([6, -3, -10, 0, 2]) == 180 
assert max_subarray_product([-2, -40, 0, -2, -3]) == 80","def max_subarray_product(nums):
    if not nums:
        return 0

    max_product = current_max = current_min = nums[0]

    for num in nums[1:]:
        if num < 0:
            current_max, current_min = current_min, current_max

        current_max = max(num, current_max * num)
        current_min = min(num, current_min * num)

        max_product = max(max_product, current_max)

    return max_product",passed,0.0711
464,ministral-8b-latest,SLM,Write a function to check if all values are same in a dictionary.,"def check_value(dict, n):
    result = all(x == n for x in dict.values()) 
    return result",,"assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},10)==False
assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},12)==True
assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},5)==False","def check_value(dictionary: dict, value: any) -> bool:
    return all(v == value for v in dictionary.values())

assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12}, 10) == False
assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12}, 12) == True
assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12}, 5) == False",passed,0.3074
465,ministral-8b-latest,SLM,Write a function to drop empty items from a given dictionary.,"def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1",,"assert drop_empty({'c1': 'Red', 'c2': 'Green', 'c3':None})=={'c1': 'Red', 'c2': 'Green'}
assert drop_empty({'c1': 'Red', 'c2': None, 'c3':None})=={'c1': 'Red'}
assert drop_empty({'c1': None, 'c2': 'Green', 'c3':None})=={ 'c2': 'Green'}","from typing import Dict, Any

def drop_empty(input_dict: Dict[str, Any]) -> Dict[str, Any]:
    return {k: v for k, v in input_dict.items() if v is not None}",passed,0.2721
466,ministral-8b-latest,SLM,Write a function to find the peak element in the given array.,"def find_peak_util(arr, low, high, n): 
	mid = low + (high - low)/2
	mid = int(mid) 
	if ((mid == 0 or arr[mid - 1] <= arr[mid]) and
		(mid == n - 1 or arr[mid + 1] <= arr[mid])): 
		return mid 
	elif (mid > 0 and arr[mid - 1] > arr[mid]): 
		return find_peak_util(arr, low, (mid - 1), n) 
	else: 
		return find_peak_util(arr, (mid + 1), high, n) 
def find_peak(arr, n): 
	return find_peak_util(arr, 0, n - 1, n) ",,"assert find_peak([1, 3, 20, 4, 1, 0], 6) == 2
assert find_peak([2, 3, 4, 5, 6], 5) == 4
assert find_peak([8, 9, 11, 12, 14, 15], 6) == 5 ","def find_peak(arr, n):
    low = 0
    high = n - 1

    while low <= high:
        mid = (low + high) // 2
        if (mid == 0 or arr[mid] >= arr[mid - 1]) and (mid == n - 1 or arr[mid] >= arr[mid + 1]):
            return mid
        elif arr[mid + 1] > arr[mid]:
            low = mid + 1
        else:
            high = mid - 1

    return -1",passed,0.2484
467,ministral-8b-latest,SLM,Write a python function to convert decimal number to octal number.,"def decimal_to_Octal(deciNum):
    octalNum = 0
    countval = 1;
    dNo = deciNum;
    while (deciNum!= 0):
        remainder= deciNum % 8;
        octalNum+= remainder*countval;
        countval= countval*10;
        deciNum //= 8; 
    return (octalNum)",,"assert decimal_to_Octal(10) == 12
assert decimal_to_Octal(2) == 2
assert decimal_to_Octal(33) == 41","def decimal_to_Octal(n: int) -> str:
    if n == 0:
        return ""0""
    digits = []
    while n > 0:
        digits.append(str(n % 8))
        n = n // 8
    return ''.join(reversed(digits))

# Non sono necessari import aggiuntivi per questa soluzione",AssertionError,0.1451
468,ministral-8b-latest,SLM,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"def max_product(arr, n ): 
	mpis =[0] * (n) 
	for i in range(n): 
		mpis[i] = arr[i] 
	for i in range(1, n): 
		for j in range(i): 
			if (arr[i] > arr[j] and
					mpis[i] < (mpis[j] * arr[i])): 
						mpis[i] = mpis[j] * arr[i] 
	return max(mpis)",,"assert max_product([3, 100, 4, 5, 150, 6], 6) == 45000 
assert max_product([4, 42, 55, 68, 80], 5) == 50265600
assert max_product([10, 22, 9, 33, 21, 50, 41, 60], 8) == 21780000 ","import itertools

def max_product(arr, k):
    def backtrack(start, path):
        if len(path) == k:
            return max(path) if path else 0
        max_prod = 0
        for i in range(start, len(arr)):
            if not path or arr[i] > path[-1]:
                current_prod = backtrack(i + 1, path + [arr[i]])
                if current_prod > max_prod:
                    max_prod = current_prod
        return max_prod

    return backtrack(0, [])",AssertionError,0.22
469,ministral-8b-latest,SLM,Write a function to find the maximum profit earned from a maximum of k stock transactions,"def max_profit(price, k):
    n = len(price)
    final_profit = [[None for x in range(n)] for y in range(k + 1)]
    for i in range(k + 1):
        for j in range(n):
            if i == 0 or j == 0:
                final_profit[i][j] = 0
            else:
                max_so_far = 0
                for x in range(j):
                    curr_price = price[j] - price[x] + final_profit[i-1][x]
                    if max_so_far < curr_price:
                        max_so_far = curr_price
                final_profit[i][j] = max(final_profit[i][j-1], max_so_far)
    return final_profit[k][n-1]",,"assert max_profit([1, 5, 2, 3, 7, 6, 4, 5], 3) == 10
assert max_profit([2, 4, 7, 5, 4, 3, 5], 2) == 7
assert max_profit([10, 6, 8, 4, 2], 2) == 2","import sys

def max_profit(prices, k):
    if not prices or k == 0:
        return 0

    n = len(prices)
    if k >= n // 2:
        max_profit = 0
        for i in range(1, n):
            if prices[i] > prices[i - 1]:
                max_profit += prices[i] - prices[i - 1]
        return max_profit

    dp = [[0] * n for _ in range(k + 1)]

    for i in range(1, k + 1):
        max_diff = -prices[0]
        for j in range(1, n):
            dp[i][j] = max(dp[i][j - 1], prices[j] + max_diff)
            max_diff = max(max_diff, dp[i - 1][j] - prices[j])

    return dp[k][n - 1]",passed,0.3182
470,ministral-8b-latest,SLM,Write a function to find the pairwise addition of the elements of the given tuples.,"def add_pairwise(test_tup):
  res = tuple(i + j for i, j in zip(test_tup, test_tup[1:]))
  return (res) ",,"assert add_pairwise((1, 5, 7, 8, 10)) == (6, 12, 15, 18)
assert add_pairwise((2, 6, 8, 9, 11)) == (8, 14, 17, 20)
assert add_pairwise((3, 7, 9, 10, 12)) == (10, 16, 19, 22)","from itertools import combinations

def add_pairwise(t):
    return tuple(sum(pair) for pair in combinations(t, 2))",AssertionError,0.1086
471,ministral-8b-latest,SLM,Write a python function to find remainder of array multiplication divided by n.,"def find_remainder(arr, lens, n): 
    mul = 1
    for i in range(lens):  
        mul = (mul * (arr[i] % n)) % n 
    return mul % n ",,"assert find_remainder([ 100, 10, 5, 25, 35, 14 ],6,11) ==9
assert find_remainder([1,1,1],3,1) == 0
assert find_remainder([1,2,1],3,2) == 0","def find_remainder(arr, n, m):
    product = 1
    for num in arr:
        product = (product * num) % (n * m)
    return product % m

assert find_remainder([ 100, 10, 5, 25, 35, 14 ], 6, 11) == 9
assert find_remainder([1, 1, 1], 3, 1) == 0
assert find_remainder([1, 2, 1], 3, 2) == 0",passed,0.2262
472,ministral-8b-latest,SLM,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(l): 
    return sorted(l) == list(range(min(l),max(l)+1)) ",,"assert check_Consecutive([1,2,3,4,5]) == True
assert check_Consecutive([1,2,3,5,6]) == False
assert check_Consecutive([1,2,1]) == False","from typing import List

def check_Consecutive(numbers: List[int]) -> bool:
    if len(numbers) <= 1:
        return True

    numbers_sorted = sorted(numbers)
    for i in range(len(numbers_sorted) - 1):
        if numbers_sorted[i+1] - numbers_sorted[i] != 1:
            return False
    return True",passed,0.2443
473,ministral-8b-latest,SLM,Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"def tuple_intersection(test_list1, test_list2):
  res = set([tuple(sorted(ele)) for ele in test_list1]) & set([tuple(sorted(ele)) for ele in test_list2])
  return (res)",,"assert tuple_intersection([(3, 4), (5, 6), (9, 10), (4, 5)] , [(5, 4), (3, 4), (6, 5), (9, 11)]) == {(4, 5), (3, 4), (5, 6)}
assert tuple_intersection([(4, 1), (7, 4), (11, 13), (17, 14)] , [(1, 4), (7, 4), (16, 12), (10, 13)]) == {(4, 7), (1, 4)}
assert tuple_intersection([(2, 1), (3, 2), (1, 3), (1, 4)] , [(11, 2), (2, 3), (6, 2), (1, 3)]) == {(1, 3), (2, 3)}","from collections import defaultdict

def tuple_intersection(tuple_list1, tuple_list2):
    def normalize(t):
        return tuple(sorted(t))

    dict1 = defaultdict(int)
    dict2 = defaultdict(int)

    for t in tuple_list1:
        dict1[normalize(t)] += 1

    for t in tuple_list2:
        dict2[normalize(t)] += 1

    intersection = set()
    for key in dict1:
        if key in dict2:
            intersection.add(tuple(sorted(key)))

    return intersection",passed,0.2843
474,ministral-8b-latest,SLM,Write a function to replace characters in a string.,"def replace_char(str1,ch,newch):
 str2 = str1.replace(ch, newch)
 return str2",,"assert replace_char(""polygon"",'y','l')==(""pollgon"")
assert replace_char(""character"",'c','a')==(""aharaater"")
assert replace_char(""python"",'l','a')==(""python"")","def replace_char(s: str, old_char: str, new_char: str) -> str:
    return s.replace(old_char, new_char)",passed,0.2849
475,ministral-8b-latest,SLM,Write a function to sort counter by value.,"from collections import Counter
def sort_counter(dict1):
 x = Counter(dict1)
 sort_counter=x.most_common()
 return sort_counter",,"assert sort_counter({'Math':81, 'Physics':83, 'Chemistry':87})==[('Chemistry', 87), ('Physics', 83), ('Math', 81)]
assert sort_counter({'Math':400, 'Physics':300, 'Chemistry':250})==[('Math', 400), ('Physics', 300), ('Chemistry', 250)]
assert sort_counter({'Math':900, 'Physics':1000, 'Chemistry':1250})==[('Chemistry', 1250), ('Physics', 1000), ('Math', 900)]","from collections import OrderedDict

def sort_counter(counter):
    return sorted(counter.items(), key=lambda item: item[1], reverse=True)",passed,0.2657
476,ministral-8b-latest,SLM,Write a python function to find the sum of the largest and smallest value in a given array.,"def big_sum(nums):
      sum= max(nums)+min(nums)
      return sum",,"assert big_sum([1,2,3]) == 4
assert big_sum([-1,2,3,4]) == 3
assert big_sum([2,3,6]) == 8","def big_sum(arr):
    return max(arr) + min(arr)",passed,0.259
477,ministral-8b-latest,SLM,Write a python function to convert the given string to lower case.,"def is_lower(string):
  return (string.lower())",,"assert is_lower(""InValid"") == ""invalid""
assert is_lower(""TruE"") == ""true""
assert is_lower(""SenTenCE"") == ""sentence""","def is_lower(s: str) -> str:
    return s.lower()",passed,0.3703
478,ministral-8b-latest,SLM,Write a function to remove lowercase substrings from a given string.,"import re
def remove_lowercase(str1):
 remove_lower = lambda text: re.sub('[a-z]', '', text)
 result =  remove_lower(str1)
 return result",,"assert remove_lowercase(""PYTHon"")==('PYTH')
assert remove_lowercase(""FInD"")==('FID')
assert remove_lowercase(""STRinG"")==('STRG')","def remove_lowercase(s: str) -> str:
    return ''.join([char for char in s if char.isupper()])",passed,0.1294
479,ministral-8b-latest,SLM,Write a python function to find the first digit of a given number.,"def first_Digit(n) :  
    while n >= 10:  
        n = n / 10; 
    return int(n) ",,"assert first_Digit(123) == 1
assert first_Digit(456) == 4
assert first_Digit(12) == 1","def first_Digit(number: int) -> int:
    return int(str(abs(number))[0])

assert first_Digit(123) == 1
assert first_Digit(456) == 4
assert first_Digit(12) == 1",passed,0.2553
480,ministral-8b-latest,SLM,Write a python function to find the maximum occurring character in a given string.,"def get_max_occuring_char(str1):
  ASCII_SIZE = 256
  ctr = [0] * ASCII_SIZE
  max = -1
  ch = ''
  for i in str1:
    ctr[ord(i)]+=1;
  for i in str1:
    if max < ctr[ord(i)]:
      max = ctr[ord(i)]
      ch = i
  return ch",,"assert get_max_occuring_char(""data"") == ""a""
assert get_max_occuring_char(""create"") == ""e""
assert get_max_occuring_char(""brilliant girl"") == ""i""","from collections import defaultdict

def get_max_occuring_char(s: str) -> str:
    char_count = defaultdict(int)
    for char in s.lower():
        if char.isalpha():
            char_count[char] += 1
    max_char = max(char_count.items(), key=lambda x: x[1])[0]
    return max_char",passed,0.1097
